empties	side	book_wl	book_ssM	result	nodes	seconds	board
18	b	-0.0056	0.11	WIN	244	0.2	.O.....XOO....XXOOOOO.XXXOXOOXOOXXXXOOX.X...X.X..
18	b	-0.0225	0.05	WIN	32613	0.3	.XO....XOO.....XOOOOOXXXXOXO.X.OXXXXOOOX...X.X.O.
18	w	0.0123	0.04	WIN	36913	0.3	.X.XX..XOOOX...X.OXXX.XXXOXOXXOOOOOXOO....OO.....
18	w	0.9896	3.86	WIN	110541	0.4	.X.....OOXXXOXXXOXOX...OXOOO..OOXX..XOXX...OOOX..
18	w	0.9951	2.13	WIN	26416	0.3	....XO.OX.OXOX.OOOOX..XOXXXX.XXOXX...XOOOX....O.O
19	b	0.0088	0.03	WIN	259592	0.7	.X.OX..XOOOX..OX.OXXX.XXXOXO.XOOOOOXOX.....O.....
19	w	0.0061	0.07	WIN	233	0.2	....OO.O...XOXOOOOOXXOXOXXX.OXX..X.X.X.XO..X.XO..
20	b	-0.0113	0.00	WIN	15472	0.3	.X.X.X.XOXXXOOOO.XOO..OOXO..XXXOO....XXOO.....X..
20	b	-0.9586	-9.24	WIN	412306	0.9	....X.....X.XO.O.XXO.OXXXOOO.OOOXO.O.OXXXO.XXO...
20	b	0.0035	0.05	WIN	15595	0.3	.O.OXX.XOOX.X..XOOXX..XXXOXO.XOOOOXXOO...........
20	b	0.0224	0.02	WIN	932	0.2	.......OO.OXO.OX.OXO.XXXXOOX.OXOXX..XOOX.X....OX.
20	w	-0.0149	0.02	WIN	4647	0.2	.X...X.OOXXXO..OOXOO.XXOXO...OXOO..XOXXO...X..X..
20	w	0.0133	0.07	WIN	3276345	3.2	...XO..XOO..OO.XOOOX..XXXOX..X.OXX.XOOOX...O.XX..
22	b	-0.0086	0.00	WIN	13	0.2	.......OOO.OOOOXOOOOXXXXXOXX.X..XX.X.XX....X.....
22	b	0.0152	0.03	WIN	23	0.2	..XOXX..XOOOX...OOOX.O.OXXXX.OXOOX.OXX...........
22	b	0.9778	34.58	WIN	40236	0.4	.OX..O.XOX..XO.XOOOO..XXXOXO.O.OXX..O.OX......X..
22	w	-0.0210	0.00	WIN	935	0.2	O......XO..O.O.XOOOOX.XXXOXXXXOOXX.X.XO....X.....
22	w	-0.0441	-0.06	WIN	97	0.2	.X......OXOOX..XXOXXXXXOXXX.OOOOOXX.....OO.......
22	w	0.0330	0.03	WIN	1635258	2.3	.O.XOO.XXO.OXX..OOOX.OOOXX..XOXO.X.XXX...........
22	w	0.9801	3.62	WIN	86223119	55.5	..X......XOOOX.XXO....XOXXX..OOOOX.OX..XOX..X.OO.
22	w	0.9815	3.82	WIN	159824568	80.3	.OXO....X.OXXXXXOOXO.OOOXOO.OXXXX..XO............
23	b	0.0227	0.08	WIN	93973	0.5	...X...OXX.X...OOX...O.OXO...XOOXX.OX.OOX..O.OXX.
23	w	0.0023	0.01	WIN	5598407	6.1	...O.X...XOOOX.XXOX...XOXXXXXOOOOX.....OOX.......
24	b	-0.9772	-37.39	WIN	2155238	3.1	.OO.O..X.XOO...XXOXO.XOOXX...OX.X...OXX....XO....
24	b	0.0009	0.03	WIN	23	0.2	.....X....XXOOXXXXO.....XO..XXXOO..O.XXO...XOOO..
24	b	0.0096	0.11	WIN	666497	1.3	.......XXXX...OOXOO...OOXXX...OXOX..XOOOX....O.O.
24	w	-0.0041	0.00	WIN	16654	0.3	.XXO....XOO..O.XOOO....XXO.O..XOXO...X.XXO.....XX
24	w	-0.0427	-0.09	WIN	554140	1.1	..X..X....XXXO...XOO..XOXO...XXOO..OXOO....XXO.O.
24	w	0.0194	0.03	WIN	1931537	2.5	.......XXX.OX.XOXO...OOOXXX...OOOX..XO.OXX.....O.
25	b	-0.0319	-0.01	WIN	2671	0.2	.XOO...OXXOO..XOOXO...X.XO.....XOO....XXO.....XX.
25	b	-0.9866	-37.11	WIN	30509	0.3	.....X..XXXXO..XOXO...OOXO..OXXOO....XXO...O.O...
25	b	0.0011	0.05	WIN	6345798	7.2	...........XOO.OOOOXO.XOXXXX.XXOX.O..XOOX........
25	b	0.0062	0.04	WIN	63626262	43.8	.....XX...XXXO...XOO..OOXO...XXOO.O.XOO....XXO...
25	w	0.9651	2.15	WIN	1182	0.2	...........XXO.XOOXO.XXXXOO..XOOO...XO.OX..X.X...
26	b	-0.0025	0.04	WIN	77822	0.5	.......O....OX.OOOOXOOXOXXX..XXOOX....X.OX.......
26	w	0.0104	0.01	WIN	2663878	4.0	.........XOXX....XO.X..XXOOO..XOXX..XOOOX..O...O.
26	w	0.9986	2.24	WIN	643721	1.4	...X.....XOX.X...OXXO.XXXOOO.XOOO..XOO....X......
